localityId,type_bhk,balconies,bathroom,parking,lift,furnishingDesc,property_size,rent_amount,maintenance,adikmet_hyderabad,almasguda_hyderabad,amberpet_hyderabad,ameerpet_hyderabad,attapur_hyderabad,badangpet_hyderabad,badesahebguda_hyderabad,balakampet_hyderabad,balanagar_hyderabad,balapur_hyderabad,banjara_hills_hyderabad,basheer_bagh_hyderabad,beeramguda_hyderabad,begumpet_hyderabad,bharat_heavy_electricals_limited_hyderabad,bhoiguda_hyderabad,boduppal_hyderabad,bolarum_hyderabad,bongloor_hyderabad,borabanda_hyderabad,boudhanagar_colony_hyderabad,buddha_nagar_hyderabad,budvel_hyderabad,chilakalguda_hyderabad,chintalakunta_hyderabad,chinthal_basthi_hyderabad,chinthal_hyderabad,dammaiguda_hyderabad,east_marredpally_hyderabad,erragadda_hyderabad,gachibowli_hyderabad,gaddi_annaram_hyderabad,gajularamaram_hyderabad,gopanapalli_hyderabad,gopanapalli_thanda_hyderabad,gudimalkapur_hyderabad,gundlapochampalli_hyderabad,gurram_guda_hyderabad,habsiguda_hyderabad,hafeezpet_hyderabad,hakimpet_hyderabad,hastinapuram_hyderabad,hayathnagar_hyderabad,himayath_nagar_hyderabad,hitech_city_hyderabad,humayun_nagar_hyderabad,hyder_nagar_hyderabad,ibrahim_bagh_hyderabad,jagadgiri_gutta_hyderabad,janachaitanya_colony_hyderabad,jawahar_nagar_hyderabad,jeedimetla_hyderabad,jillelguda_hyderabad,jubilee_hills_hyderabad,kachiguda_hyderabad,kamalaprasad_nagar_hyderabad,kapra_hyderabad,karkhana_hyderabad,karmanghat_hyderabad,kavadiguda_hyderabad,khairatabad_hyderabad,khaja_guda_hyderabad,kismatpur_hyderabad,kistareddypet_hyderabad,kokapet_hyderabad,kothaguda_hyderabad,kothapet_hyderabad,krishna_reddy_pet_hyderabad,kukatpally_hyderabad,kundanpally_hyderabad,kuntloor_hyderabad,kushaiguda_hyderabad,lakdikapul_hyderabad,langar_houz_hyderabad,lb_nagar_hyderabad,mahadevpur_colony_hyderabad,malakpet_hyderabad,mallampet_hyderabad,manchirevula_hyderabad,manikonda_hyderabad,mansoorabad_hyderabad,masab_tank_hyderabad,meerpet_hyderabad,mehdipatnam_hyderabad,mettakanigudem_hyderabad,moosapet_hyderabad,moula_ali_hyderabad,nacharam_hyderabad,nagaram_hyderabad,nagole_hyderabad,nallagandla_hyderabad,nallakunta_hyderabad,nanakram_guda_hyderabad,narayanguda_hyderabad,narsingi_hyderabad,neredmet_hyderabad,new_malakpet_hyderabad,nizampet_hyderabad,old_bowenpally_hyderabad,old_malakpet_hyderabad,osman_nagar_hyderabad,padmarao_nagar_hyderabad,patancheru_hyderabad,peeramcheru_hyderabad,peerzadiguda_hyderabad,pragathi_nagar_hyderabad,punjagutta_hyderabad,puppalaguda_hyderabad,quthbullapur_hyderabad,qutub_shahi_tombs_hyderabad,rai_durg_hyderabad,ramachandra_puram_hyderabad,rambagh_colony_hyderabad,ramgopalpet_hyderabad,rampally_hyderabad,rasoolpura_hyderabad,redhills_hyderabad,rhoda_mistri_nagar_hyderabad,safilguda_hyderabad,sainikpuri_hyderabad,sanath_nagar_hyderabad,sanjeeva_reddy_nagar_hyderabad,santosh_nagar_hyderabad,saroornagar_hyderabad,serilingampally_hyderabad,shaikpet_hyderabad,shilpa_hills_hyderabad,sivarampalli_hyderabad,somajiguda_hyderabad,sri_nagar_colony_hyderabad,suraram_hyderabad,tarnaka_hyderabad,toli_chowki_hyderabad,trimalgherry_hyderabad,tukaram_gate_hyderabad,turkayamjal_hyderabad,uppal_hyderabad,upparpally_hyderabad,venkat_nagar_colony_hyderabad,west_marredpally_hyderabad,whisper_valley_hyderabad,yapral_hyderabad,yella_reddy_guda_hyderabad,yousufguda_hyderabad,zamistanpur_hyderabad
adikmet_hyderabad,2.0,0,2,3,0,0.0,680,12000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adikmet_hyderabad,1.0,0,1,0,0,0.5,500,6000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,2.0,0,2,3,0,0.5,1200,8500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,2.0,2,2,1,0,0.0,1250,9500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,2.0,2,3,3,0,0.5,1500,9500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,2.0,1,2,3,0,0.0,1200,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,2.0,0,2,3,0,0.5,1200,8500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,2.0,0,2,1,0,0.0,1100,6500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,1.0,0,2,1,0,0.0,1000,5500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,2.0,2,2,1,0,0.0,1200,7000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasguda_hyderabad,1.0,0,1,1,0,0.0,750,6500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
